JUPAS Code,Institution,Name (EN),Name (ZH),Formula 2025,Weights 2025 (Raw),Min Chi,Min Eng,Min Math,Min CSD,2025 Median,2025 LQ,2025 UQ
JS3243,PolyU,BSc (Hons) in Language Science and Technology (Subject to approval),語言科學及技術(榮譽)理學士 (有待審批),Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=5, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=7, CatC); Diploma of Spanish as a Foreign Language (W=7, CatC); French # (W=7, CatC); German # (W=7, CatC); Goethe-Certificate (W=7, CatC); Hindi # (W=7, CatC); Japanese # (W=7, CatC); Japanese-Language Proficiency Test (W=7, CatC); Spanish # (W=7, CatC); Test of Proficiency in Korean II (W=7, CatC); Urdu # (W=7, CatC)",3,3,2,A,,188.6,
JS3250,PolyU,BA (Hons) Scheme in Applied Social Sciences (Social Work / Social Policy and Social Entrepreneurship),應用社會科學(榮譽)文學士組合課程 (社會工作 / 社會政策及社會創業),Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=7, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=7, CatA); Physical Education (W=7, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=7, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=7, CatC); Diploma of Spanish as a Foreign Language (W=7, CatC); French # (W=7, CatC); German # (W=7, CatC); Goethe-Certificate (W=7, CatC); Hindi # (W=7, CatC); Japanese # (W=7, CatC); Japanese-Language Proficiency Test (W=7, CatC); Spanish # (W=7, CatC); Test of Proficiency in Korean II (W=7, CatC); Urdu # (W=7, CatC)",3,3,2,A,,164.5,
JS3255,PolyU,BSc (Hons) Scheme in Food Science and Nutrition (Food Safety and Technology / Human Nutrition and Health),食品科學及營養學(榮譽)理學士組合課程 (食品科技與食物安全 / 人類營養學及健康),Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=7, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Exercise Science and Health Fitness (W=5, CatC); Food Innovation And Science (W=5, CatC); Foundation in Chinese Medicine (W=5, CatC); Health Care Practice (W=5, CatC); Hotel Operations (W=5, CatC); Medical Laboratory Science (W=5, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,198.5,
JS3290,PolyU,BSc (Hons) in Optometry,眼科視光學(榮譽)理學士,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=5, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Fundamental Health Care (W=5, CatC); Health Care Practice (W=5, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,247.8,
JS3310,PolyU,BSc (Hons) Scheme in Hotel and Tourism Management (Hotel Management / Smart Tourism and Hospitality / Event and Experience Management),酒店及旅遊管理(榮譽)理學士組合課程 (酒店管理 / 智慧旅遊及酒店產業 / 會展及體驗管理),Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=7, CatA); Physical Education (W=7, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=7, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=7, CatC); Diploma of Spanish as a Foreign Language (W=7, CatC); French # (W=7, CatC); German # (W=7, CatC); Goethe-Certificate (W=7, CatC); Hindi # (W=7, CatC); Japanese # (W=7, CatC); Japanese-Language Proficiency Test (W=7, CatC); Spanish # (W=7, CatC); Test of Proficiency in Korean II (W=7, CatC); Urdu # (W=7, CatC)",3,3,2,A,,163.0,
JS3320,PolyU,BA (Hons) in Chinese History and Culture,中國歷史及文化(榮譽)文學士,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=5, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=5, CatA); Chinese History (W=10, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=10, CatA); Combined Science: Biology + Chemistry (W=5, CatA); Combined Science: Biology + Physics (W=5, CatA); Combined Science: Physics + Chemistry (W=5, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=10, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=5, CatA); Literature in English (W=5, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=5, CatA); Mathematics (Extended part - Calculus and Statistics) (W=5, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=5, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,210.0,
JS3337,PolyU,BSc (Hons) in Mental Health Nursing,精神健康護理學(榮譽)理學士,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=7, CatA); Physical Education (W=7, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=7, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,206.0,
JS3375,PolyU,BEng (Hons) in Environmental Engineering and Sustainable Development,環境工程及可持續發展學(榮譽)工學士,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=10, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=10, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=10, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,218.0,
JS3478,PolyU,BSc (Hons) in Medical Laboratory Science,醫療化驗科學(榮譽)理學士,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=5, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,306.5,
JS3569,PolyU,BA (Hons) Scheme in Design (Advertising Design/Environmental Design/Immersive Media and Game Design/Information Design/Interaction Design/Interior Design/Product Design/Service Design/Social Design),設計學(榮譽)文學士組合課程 (廣告設計/環境設計/沉浸式媒體與遊戲設計/信息設計/交互設計/室内設計/產品設計/服務創新設計/社會創新設計),Any Best 5 Subjects,"Biology (W=5, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=5, CatA); Chinese History (W=5, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=5, CatA); Combined Science: Biology + Physics (W=5, CatA); Combined Science: Physics + Chemistry (W=5, CatA); Design and Applied Technology (W=10, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=7, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=5, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=5, CatA); Mathematics (Extended part - Calculus and Statistics) (W=5, CatA); Music (W=7, CatA); Physical Education (W=5, CatA); Physics (W=5, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=10, CatA); Applied Business Research (W=7, CatC); Applied Psychology (W=5, CatC); Building Technology (W=7, CatC); Commercial Comic Art (W=10, CatC); Computer Game and Animation Design (W=10, CatC); Creative Advertising (W=10, CatC); Data Application for Business (W=7, CatC); Display and Jewellery Design (W=7, CatC); Electronic Product Design in Action (W=7, CatC); Entrepreneurship for SME (W=7, CatC); Environmental Engineering (W=7, CatC); Fashion Image Design (W=7, CatC); Film and Transmedia (W=10, CatC); Film and Video (W=10, CatC); Image Design (W=10, CatC); Innovative Product Design (W=10, CatC); Interior and Exhibition Design (W=10, CatC); Internet of Everything Application (W=10, CatC); Jewellery and Accessories Design (W=5, CatC); Jewellery Arts and Design (W=7, CatC); Magazine Editing and Production (W=7, CatC); Marketing and Online Promotion (W=10, CatC); Marketing in Global Trade (W=5, CatC); Medical Laboratory Science (W=5, CatC); Mobile and Online Apps Development (W=10, CatC)",3,3,2,A,,190.0,
JS3612,PolyU,BSc (Hons) in Radiography,放射學(榮譽)理學士,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=5, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,328.5,
JS3624,PolyU,BSc (Hons) in Occupational Therapy,職業治療學(榮譽)理學士,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=10, CatA); Chinese History (W=7, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,279.5,
JS3636,PolyU,BSc (Hons) in Physiotherapy,物理治療學(榮譽)理學士,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=7, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=10, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=7, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,320.0,
JS3648,PolyU,BSc (Hons) in Nursing,護理學(榮譽)理學士,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=7, CatA); Physical Education (W=7, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=7, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,213.5,
JS3739,PolyU,BEng (Hons) in Civil Engineering,土木工程學(榮譽)工學士,Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=10, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,205.0,
