JUPAS Code,Institution,Name (EN),Name (ZH),Formula 2025,Weights 2025 (Raw),Min Chi,Min Eng,Min Math,Min CSD,2025 Median,2025 LQ,2025 UQ
JS2410,HKBU,Bachelor of Chinese Medicine and Bachelor of Science (Hons) in Biomedical Science,中醫學學士及生物醫學理學士(榮譽),Best 5,"CHI (x 1.5), ENG (x 1.5), BIO (x 1.5), CHEM (x 1.25)",3,3,2,A,,,
JS2420,HKBU,Bachelor of Pharmacy (Hons) in Chinese Medicine,中藥學學士(榮譽),Best 5,"ENG (x 1.5), MATH (x1.25), BIO (x1.25), CHEM (x1.5)",3,3,2,A,,,
JS2310,HKBU,Bachelor of Communication (Hons) (Journalism and Digital Media / Public Relations and Advertising),傳理學學士(榮譽) (新聞與數碼媒體 / 公關及廣告),Best 5,"CHI (x 1.25), ENG (x 1.25)",3,3,2,A,,,
JS2370,HKBU,Bachelor of Communication (Hons) in Game Design and Animation,傳理學學士(榮譽) - 遊戲設計與動畫主修,Best 5,"ENG (x 1.25), MATH (x 1.1), VART (x 1.15)",3,3,2,A,,,
JS2060,HKBU,Bachelor of Arts (Hons) / Bachelor of Music (Hons) (Music / Creative Industries),文學士(榮譽) / 音樂學士(榮譽) (音樂 / 創意產業),Best 5,-,3,3,2,A,,,
JS2330,HKBU,Bachelor of Arts (Hons) in Film and Television,電影電視文學士(榮譽),Best 5,"CHI (x 1.25), ENG (x 1.25)",3,3,2,A,,,
JS2340,HKBU,Bachelor of Fine Arts (Hons) in Acting for Global Screen,環球螢幕演技藝術學士(榮譽),Best 5,-,3,3,2,A,,,
JS2810,HKBU,Bachelor of Arts (Hons) in Visual Arts,視覺藝術文學士(榮譽),Best 5,-,3,3,2,A,,,
JS2920,HKBU,Bachelor of Arts and Science (Hons) in Arts and Technology,藝術及科技文理學士(榮譽),Best 5,MATH (x 1.2),3,3,2,A,,,
JS2930,HKBU,Bachelor of Arts (Hons) in Business Administration (Global Entertainment),工商管理文學士(榮譽)(全球娛樂),Best 5,-,3,3,2,A,,,
JS2510,HKBU,Bachelor of Science (Hons),理學士(榮譽),Best 5,-,3,3,2,A,,,
JS2950,HKBU,"Bachelor of Arts, Science and Technology (Hons) in Individualised Major",文理及科技學士(榮譽)自訂主修,Best 5,ENG (x1.25),3,3,2,A,,,
JS9009,HKMU,Bachelor of Social Sciences with Honours,社會科學榮譽學士,Best 5,,3,3,2,A,16.0,15.0,
JS9010,HKMU,Bachelor of Social Sciences with Honours in Psychology,心理學榮譽社會科學學士,Best 5,,3,3,2,A,16.0,14.0,
JS9011,HKMU,Bachelor of Arts with Honours in Chinese,中文榮譽文學士,Best 5,Chi Lang (x2),3,3,2,A,22.0,21.0,
JS9013,HKMU,Bachelor of Arts with Honours in Language Studies and Translation,語言研究與翻譯榮譽文學士,Best 5,"Chi Lang (x1.5), Eng Lang (x1.5)",3,3,2,A,20.0,19.0,
JS9016,HKMU,Bachelor of Arts with Honours in Creative Advertising and Media Design,創意廣告及媒體設計榮譽文學士,Best 5,"Chi Lang (x1.5), Eng Lang (x1.5)",3,3,2,A,20.0,18.0,
JS9019,HKMU,Bachelor of Arts with Honours in English Language and Culture,英語及文化榮譽文學士,Best 5,,3,3,2,A,17.0,15.0,
JS9220,HKMU,Bachelor of Business Administration with Honours in Professional Accounting,專業會計榮譽工商管理學士,Best 5,,3,3,2,A,17.0,17.0,
JS9230,HKMU,Bachelor of Business Administration with Honours in Business Management,商業管理學榮譽工商管理學士,Best 5,,3,3,2,A,16.0,15.0,
JS9240,HKMU,Bachelor of Business Administration with Honours in Global Business,環球商業榮譽工商管理學士,Best 5,,3,3,2,A,18.0,17.0,
JS9262,HKMU,Bachelor of Business Administration with Honours in Human Resource Management,人力資源管理學榮譽工商管理學士,Best 5,,3,3,2,A,16.0,14.0,
JS9266,HKMU,Bachelor of Business Administration with Honours in Marketing,市場學榮譽工商管理學士,Best 5,,3,3,2,A,16.0,15.0,
JS9276,HKMU,Bachelor of Business Administration with Honours in Real Estate and Surveying,房地產及測量學榮譽工商管理學士,Best 5,,3,3,2,A,17.0,16.0,
JS9280,HKMU,"Bachelor of Applied Psychology with Honours, Bachelor of Business Management with Honours",應用心理學榮譽學士，商業管理榮譽學士,Best 5,,3,3,2,A,16.0,15.0,
JS9291,HKMU,Bachelor of Business Administration with Honours in Sustainable Tourism and Hospitality Management,持續旅遊及款待管理榮譽工商管理學士,Best 5,,3,3,2,A,16.0,15.0,
JS9294,HKMU,Bachelor of Business Administration with Honours in Sports and eSports Management,運動及電競運動管理榮譽工商管理學士,Best 5,,3,3,2,A,17.0,16.0,
JS9520,HKMU,Bachelor of Education with Honours (Putonghua and Chinese Language Education) and Bachelor of Language Studies with Honours (Chinese Linguistic Studies),教育榮譽學士（普通話及中文教育）及語言研究榮譽學士（漢語語言學研究）,Best 5,Chi Lang (x2),3,3,2,A,22.0,21.0,
JS9530,HKMU,Bachelor of Education with Honours in English Language Teaching and Bachelor of English Language Studies with Honours,英語教學榮譽教育學士及英語研究榮譽學士,Best 5,Eng Lang (x2),3,3,2,A,20.0,19.0,
JS9540,HKMU,Bachelor of English Language Studies with Honours,英語研究榮譽學士,Best 5,Eng Lang (x2),3,3,2,A,20.0,18.0,
JS9550,HKMU,Bachelor of Language Studies with Honours (Applied Chinese Language Studies),語言研究榮譽學士（應用中國語言）,Best 5,"Chi Lang (x2), Chi Literature (x2)",3,3,2,A,22.0,19.0,
JS9555,HKMU,Bachelor of Language Studies with Honours in Bilingual Studies with Applied Drama,,Best 5,"Chi Lang (x2), Eng Lang (x2)",3,3,2,A,23.0,22.0,
JS9560,HKMU,Bachelor of Education with Honours (Chinese Language Teaching) and Bachelor of Language Studies with Honours (Applied Chinese Language Studies),教育榮譽學士（中國語文教學）及語言研究榮譽學士（應用中國語言）,Best 5,"Chi Lang (x2), Chi Literature (x2)",3,3,2,A,22.0,21.0,
JS9580,HKMU,Bachelor of Education with Honours in Early Childhood Education (Leadership and Special Educational Needs),教育榮譽學士（幼兒教育：領導及特殊教育需要）,Best 5,"Child Care & Edu (x2), Child Care & Dev (x2)",3,3,2,A,16.0,14.0,
JS9719,HKMU,Bachelor of Science with Honours in Cyber and Computer Security,網路及電腦安全榮譽理學士,Best 5,,3,3,2,A,15.0,15.0,
JS9720,HKMU,Bachelor of Engineering with Honours in Electronic and Computer Engineering,電子及電腦工程學榮譽工學士,Best 5,,3,3,2,A,17.0,16.0,
JS9731,HKMU,Bachelor of Science with Honours in Environmental Science and Green Management,環境科學與綠色管理榮譽理學士,Best 5,,3,3,2,A,17.0,16.0,
JS9732,HKMU,Bachelor of Science with Honours in Biomedical Sciences and Biotechnology,生物醫學與生物科技榮譽理學士,Best 5,,3,3,2,A,17.0,16.0,
JS9733,HKMU,Bachelor of Science with Honours in Science (STEAM),科學（ＳＴＥＡＭ）榮譽理學士,Best 5,,3,3,2,A,17.0,15.0,
JS9776,HKMU,Bachelor of Science with Honours in Building Engineering and Management,建造工程與管理榮譽理學士,Best 5,,3,3,2,A,19.0,17.0,
JS6004,HKU,Bachelor of Arts in Architectural Studies,建築學文學士,a Best 5 Subjects,,3,3,2,A,29.0,28.0,32.0
JS6016,HKU,Bachelor of Science in Surveying,理學士(測量學),a Best 5 Subjects,,3,3,2,A,29.0,28.0,31.0
JS6028,HKU,Bachelor of Arts in Landscape Studies,園境學文學士,a Best 5 Subjects,,3,3,2,A,35.0,31.0,38.0
JS6042,HKU,Bachelor of Arts in Urban Studies,文學士(城市研究),a Best 5 Subjects,,3,3,2,A,29.0,27.0,32.0
JS6054,HKU,Bachelor of Arts,文學士,a 2 x Eng + Best 4 Subjects with WEIGHTING 1,X 1.5: Chinese Language,3,3,2,A,35.0,34.0,37.0
JS6066,HKU,Bachelor of Arts and Bachelor of Education in Language Education - English,文學士及教育學士(語文教育) - 英文教育,a 1.5 x Eng + Best 4 Subjects,English Language (x1.5),3,3,2,A,32.0,32.0,34.0
JS6078,HKU,Bachelor of Arts and Bachelor of Laws,文學士及法學士,Eng + Best 5 Subjects,,4,5,3,A,38.0,36.0,41.0
JS6080,HKU,Bachelor of Arts and Bachelor of Education in Language Education - Chinese,文學士及教育學士(語文教育) - 中文教育,a 1.5 x Chin + Best 4 Subjects,,3,3,2,A,35.0,34.0,36.0
JS6092,HKU,Bachelor of Education in Early Childhood Education and Special Education,教育學士(幼兒教育及特殊教育),a 1.5 x Eng + Best 4 Subjects,English Language (x1.5),3,3,2,A,27.0,26.0,27.0
JS6107,HKU,Bachelor of Dental Surgery,牙醫學士,Best of Biology or Chemistry with WEIGHTING 3 + Best 5 Subjects,X 1.3: Biology / Chemistry,3,4,3,A,48.0,47.0,50.0
JS6119,HKU,Bachelor of Education and Bachelor of Science,教育學士及理學士,Eng + 1.5 x Math + 1.5 x Best b Sci Subject + Best 2 Subjects with WEIGHTING 4,X 1.5: Biology / Chemistry / Mathematics Extended Part (Module 1 or 2) / Physics,3,3,2,A,44.0,43.0,46.0
JS6157,HKU,Bachelor of Science in Speech-Language Pathology,理學士(言語及語言病理學),Best 5 Subjects,,3,4,2,A,34.0,34.0,35.0
JS6200,HKU,Computing and Data Science (Delta+),計算與數據科學(港滬科技菁英),–,,3,3,3,A,,,
JS6224,HKU,Bachelor of Arts and Sciences in Applied Artificial Intelligence,文理學士(應用人工智能),2 x Eng + 2 x Math + 2 x M1 / M2 + Best 2 Subjects with WEIGHTING 7,,3,4,3,A,53.0,51.0,57.0
JS6236,HKU,Bachelor of Arts and Sciences in Design+,文理學士(設計＋),a Best 5 Subjects,,3,4,2,A,,,
JS6248,HKU,Bachelor of Arts and Sciences in Financial Technology,文理學士(金融科技),c ENG + Math + Best 3 Subjects,,3,4,3,A,34.0,32.0,35.0
JS6250,HKU,Bachelor of Arts and Sciences in Global Health and Development,文理學士(環球衞生及發展),a Best 5 Subjects,,3,4,2,A,29.0,28.0,31.0
JS6274,HKU,Bachelor of Arts in Global Creative Industries,文學士（全球創意產業）,a 2 x Eng + Best 4 Subjects,X 1.5: Chinese Language,3,4,3,A,33.0,32.0,33.0
JS6286,HKU,Bachelor of Arts in Humanities and Digital Technologies,文學士(人文及數碼科技),a 2 x Eng + Best 4 Subjects with WEIGHTING 1,X 1.5: Chinese Language,3,3,2,A,37.0,35.0,41.0
JS6298,HKU,Bachelor of Arts and Bachelor of Engineering in Artificial Intelligence and Data Science,文學士及工學學士(人工智能及數據科學),2 x Eng + 1.5 x Math + Best 2 Subjects with WEIGHTING 2 + Best Subject,X 1.5: Biology / Chemistry / Economics / Information and Communication Technology / Mathematics Extended Part (Module 1 or 2) / Physics,3,3,3,A,42.0,42.0,44.0
JS6303,HKU,Bachelor of Engineering Elite Programme,工學學士精英課程,c Eng + Math + Best 3 Subjects,,3,4,4,A,36.0,35.0,38.0
JS6315,HKU,Bachelor of Engineering in Data and Systems Engineering,工學學士(數據與系統工程),c Eng + Math + Best 3 Subjects,,3,3,3,A,26.0,25.0,28.0
JS6339,HKU,Bachelor of Engineering in Mechanical Engineering,工學學士(機械工程),c Eng + Math + Best 3 Subjects,,3,3,3,A,27.0,26.0,28.0
JS6353,HKU,Bachelor of Engineering in Civil Engineering,工學學士(土木工程),c Eng + Math + Best 3 Subjects,,3,3,3,A,28.0,27.0,29.0
JS6377,HKU,Bachelor of Engineering and Master of Science in Engineering in Artificial Intelligence in Engineering,工學學士與人工智能理學碩士聯合課程,c Eng + Math + Best 3 Subjects,,3,4,4,A,33.0,31.0,34.0
JS6406,HKU,Bachelor of Laws,法學士,Eng + Best 5 Subjects,,4,5,3,A,35.0,35.0,36.0
JS6418,HKU,Bachelor of Nursing Advanced Leadership Track,護理學學士菁英領袖培育專修組別,a Best 5 Subjects + 0.5 x 6th Best a Subject,,3,3,2,A,37.0,36.0,37.0
JS6456,HKU,Bachelor of Medicine and Bachelor of Surgery,內外全科醫學士,Best 6 Subjects,,3,4,2,A,44.0,42.0,47.0
JS6468,HKU,Bachelor of Nursing,護理學學士,a Best 5 Subjects + 0.5 x 6th Best a Subject,,3,3,2,A,27.0,26.0,28.0
JS6482,HKU,Bachelor of Chinese Medicine,中醫全科學士,a Best 5 Subjects + 0.5 x 6th Best a Subject,,3,3,2,A,33.0,31.0,34.0
JS6494,HKU,Bachelor of Pharmacy,藥劑學學士,Best 6 Subjects,,3,4,2,A,39.0,38.0,41.0
JS6602,HKU,Bachelor of Science in Innovation and Technology,理學士(創新與科技),2 x Eng + 2 x Math + Best 4 Subjects with WEIGHTING 10,X 2: Biology / Chemistry / Combined Science / Design and Applied Technology / Information and Communication Technology / Integrated Science / Mathematics Extended Part (Module 1 or 2) / Physics / Technology and Living | X 1.5: Other Subjects,3,3,4,A,55.0,52.0,58.0
JS6626,HKU,Bachelor of Medicine and Bachelor of Surgery (Distinguished MedScholar),內外全科醫學士 - 傑出醫科學人,–,,3,4,2,A,,,
JS6688,HKU,Science Master Class,科研專才啟導課程,Eng + Math + Best 2 from Biology / Chemistry / Physics / M1 / M2 + Best Subject with WEIGHTING 5,X 1.3: Biology / Chemistry / Mathematics Extended Part (Module 1 or 2) / Physics,3,3,4,A,34.0,32.0,36.0
JS6705,HKU,Bachelor of Psychology,心理學學士,a Best 5 Subjects,,3,3,2,A,31.0,29.0,31.0
JS6717,HKU,Bachelor of Social Sciences,社會科學學士,a Best 5 Subjects,,3,3,2,A,31.0,29.0,34.0
JS6729,HKU,Bachelor of Science in Actuarial Science,理學士(精算學),1.2 x Eng + 1.2 x Math + 1.2 x M1 / M2 + Best 2 Subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,3,4,A,35.0,35.0,36.0
JS6731,HKU,Bachelor of Social Work,社會工作學學士,a Best 5 Subjects,,3,3,2,A,28.0,26.0,28.0
JS6755,HKU,Bachelor of Business Administration,工商管理學學士,1.5 x Eng + 1.5 x Math + Best 3 Subjects + 0.2 x 6th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,4,3,A,37.0,36.0,37.0
JS6767,HKU,Bachelor of Economics / Bachelor of Economics and Finance,經濟學學士 / 經濟金融學學士,1.5 x Eng + 1.5 x Math + Best 3 Subjects + 0.2 x 6th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,4,3,A,40.0,39.0,40.0
JS6779,HKU,Statistical Decision Sciences,統計決策科學,1.5 x Math + Best 4 Subjects,Mathematics (Compulsory Part) (x1.5),3,3,4,A,33.0,31.0,33.0
JS6781,HKU,Bachelor of Business Administration in Accounting and Finance / Bachelor of Business Administration in Accounting Data Analytics,工商管理學學士(會計及財務) / 工商管理學學士(會計數據分析),1.5 x Eng + 1.5 x Math + Best 3 Subjects + 0.2 x 6th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,4,3,A,35.0,34.0,36.0
JS6793,HKU,Bachelor of Business Administration (Business Analytics),工商管理學學士(商業分析),1.5 x Eng + 1.5 x Math + Best 3 Subjects + 0.2 x 6th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,4,3,A,35.0,34.0,36.0
JS6808,HKU,Bachelor of Business Administration (Law) and Bachelor of Laws,工商管理學學士(法學)及法學士,1.5 x Eng + 1.5 x Math + Best 4 Subjects + 0.2 x 7th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",4,5,4,A,46.0,45.0,49.0
JS6810,HKU,Bachelor of Social Sciences (Government and Laws) and Bachelor of Laws,社會科學學士(政治學與法學)及法學士,Best 6 Subjects,,4,5,3,A,37.0,36.0,39.0
JS6822,HKU,"Bachelor of Journalism, Media and Artificial Intelligence",新聞媒體及人工智能學士,a 1.5 x Eng + Best 4 Subjects,English Language (x1.5),3,3,2,A,32.0,31.0,35.0
JS6846,HKU,Bachelor of Science in Marketing Analytics and Technology,理學士(營銷分析及科技),"d ss 1.5 x Eng + 1.5 x Math + Best 3, Subjects + 0.2 x 6th Best Subject","English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,4,3,A,33.0,32.0,34.0
JS6858,HKU,Bachelor of Science and Bachelor of Laws,理學士及法學士,2 x Eng + 2 x Math / M1 / M2 + 2 x b Best Sci Subject + Best 3 Subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",4,5,2,A,54.0,50.0,56.0
JS6860,HKU,Bachelor of Finance in Asset Management and Private Banking,金融學學士(資產管理及私人銀行),1.5 x Eng + 1.5 x Math + Best 4 Subjects + 0.2 x 7th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,4,3,A,47.0,46.0,48.0
JS6884,HKU,Bachelor of Science in Quantitative Finance,理學士(計量金融),1.5 x Eng + 1.25 x Math + 1.25 x M1 / M2 + Best 3 Subjects + 0.2 x 7th Best Subject,English Language (x1.5),3,4,3,A,51.0,50.0,55.0
JS6896,HKU,Bachelor of Business Administration in International Business and Global Management,工商管理學學士(國際商業及環球管理),1.5 x Eng + 1.5 x Math + Best 4 Subjects + 0.2 x 7th Best Subject,"English Language (x1.5), Mathematics (Compulsory Part) (x1.5)",3,5,4,A,54.0,53.0,56.0
JS6901,HKU,Bachelor of Science,理學士,Eng + 1.5 x Math + 1.5 x Best Sci b Subject + Best 2 Subjects with WEIGHTING 6,X 1.5: Biology / Chemistry / Mathematics Extended Part (Module 1 or 2) / Physics,3,3,2,A,37.0,36.0,39.0
JS6925,HKU,Bachelor of Engineering in Biomedical Engineering,工學學士(生物醫學工程),c Eng + Math + Best 3 Subjects,,3,3,3,A,29.0,29.0,31.0
JS6937,HKU,Global Engineering and Business Programme,環球工程與商業課程,c Eng + Math + Best 3 Subjects,,3,4,4,A,32.0,30.0,34.0
JS6949,HKU,Bachelor of Biomedical Sciences,生物醫學學士,Best 6 Subjects,,3,4,2,A,40.0,39.0,41.0
JS6987,HKU,Bachelor of Engineering in Computer Engineering / Electrical Engineering / Electronic Engineering,工學學士(計算機工程/電機工程/電子工程),c Eng + Math + Best 3 Subjects,,3,3,3,A,29.0,28.0,31.0
JS6999,HKU,Computing and Data Science,計算與數據科學,Eng + 1.5 x Math + Best 2 Subjects with WEIGHTING 8 + Best Subject,,3,3,3,A,41.0,39.0,44.0
JS5101,HKUST,International Research Enrichment,國際科研,English + Math + Best 2 from Biology / Chemistry / Physics / M1 / M2 + Best 1 other subject,English Language (x1.0),3,3,2,A,38.25,37.88,
JS5102,HKUST,Science (Group A),理學Ａ組,"English x 1.5 + Math + Best from Biology / Chemistry / Physics / M1 / M2 * + Best 2 other subjects *, * Weighting: Physics / M1 / M2 (x2), Biology / Chemistry (x 1.5), Notes: The highest score of at most TWO weighted electives will be taken in the Best 5 score calculation.",English Language (x1.5),3,3,2,A,33.13,32.63,
JS5103,HKUST,Science (Group B),理學Ｂ組,"English x 1.5 + Math + Best from Biology / Chemistry / Physics / M1 / M2 * + Best 2 other subjects *, * Weighting: Biology / Chemistry (x2), Physics / M1 / M2 (x 1.5), Notes: The highest score of at most TWO weighted electives will be taken in the Best 5 score calculation.",English Language (x1.5),3,3,2,A,33.38,32.75,
JS5118,HKUST,BSc in Biomedical and Health Sciences,理學士（生物醫學及健康科學）,"Best from Biology / Chemistry / Physics / M1 / M2# + Best 2 other subjects## Weighting: Biology / Chemistry (x2), Physics / M1 / M2 (x 1.5)Remarks: The highest score of at most TWO weighted electives will be taken in the Best 5 score calculation.",English Language (x1.5),3,3,2,A,43.13,40.5,
JS5181,HKUST,Science (Group A) with Extended Major in Artificial Intelligence,理學Ａ組– 人工智能延伸主修,"English x 1.5 + Math + Best from Biology / Chemistry / Physics / M1 / M2 * + Best 2 other subjects *, * Weighting: Physics / M1 / M2 (x2), Biology / Chemistry (x 1.5), Notes: The highest score of at most TWO weighted electives will be taken in the Best 5 score calculation.",English Language (x1.5),3,3,3,A,37.5,36.0,
JS5212,HKUST,BEng in Computer Engineering,工學士（計算機工程學）,"English x 2 + Math x 2 + Best from Biology / Chemistry / Physics / ICT * ◆+, Best 2 other subjects ~, *◆ Weighting: Biology / Chemistry / Physics (x2) / ICT (x1), ~ Weighting: M1 / M2 (x 1.5), other subjects (x 1), ◆ Combined Science can also be counted as a science subject which carries a weighting of x2., Notes: Subject requirements and weightings for specific departments might change after 2025 intake.","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,3,3,A,46.0,44.0,
JS5220,HKUST,Department of Chemical and Biological Engineering,化學及生物工程學系,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Biology / Chemistry / Physics (x2), ICT (x1.5)~ Weighting: Biology / Chemistry / Physics / M1 / M2 (x2), ICT (x1.5), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Information and Communication Technology (x1.5)",3,3,3,A,47.0,44.0,
JS5230,HKUST,Department of Civil and Environmental Engineering,土木及環境工程學系,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Chemistry / Physics (x2), ICT (x1.5), Biology (x1)~ Weighting: M1 / M2 (x2), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Information and Communication Technology (x1.5)",3,3,3,A,41.0,39.0,
JS5240,HKUST,Department of Computer Science and Engineering,計算機科學及工程學系,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Physics (x2), ICT (x1.5), Biology / Chemistry (x1)~ Weighting: M1 / M2 (x2), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Information and Communication Technology (x1.5)",3,3,3,A,50.0,48.0,
JS5250,HKUST,Department of Electronic and Computer Engineering,電子及計算機工程學系,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Physics (x2), ICT (x1.5), Biology / Chemistry (x1)~ Weighting: M1 / M2 (x2), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Information and Communication Technology (x1.5)",3,3,3,A,44.0,42.0,
JS5260,HKUST,Department of Industrial Engineering and Decision Analytics,工業工程及決策分析學系,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Physics (x2), ICT (x1.5), Biology / Chemistry (x1)~ Weighting: M1 / M2 (x2), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Information and Communication Technology (x1.5)",3,3,3,A,37.0,36.0,
JS5270,HKUST,Department of Mechanical and Aerospace Engineering,機械及航空航天工程學系,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Biology / Chemistry / Physics (x2), ICT (x1)~ Weighting: M1 / M2 (x1.5), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,3,3,A,41.0,40.0,
JS5282,HKUST,Engineering with Extended Major in Artificial Intelligence,工程學 – 人工智能延伸主修,"Best from Biology / Chemistry / Physics / ICT* + Best 2 other subjects~* Weighting: Biology / Chemistry / Physics (x2), ICT (x1.5)~ Weighting: M1 / M2 (x1.5), other subjects (x1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Information and Communication Technology (x1.5)",3,3,3,A,49.0,46.0,
JS5300,HKUST,Business and Management,工商管理,English x 2 + Math x 2 + Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,35.0,33.9,
JS5311,HKUST,BBA in Economics,工商管理學士（經濟學）,Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,36.55,35.4,
JS5312,HKUST,BBA in Finance,工商管理學士（金融學）,"English x 2 + Math x 2 + Better of Best 3 other subjects OR, Best of Chemistry / Economics / Physics / M1 / M2 x 1.5 + Best 2 other subjects","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,43.31,41.81,
JS5313,HKUST,BBA in Global Business,工商管理學士（環球商業管理）,English x 2 + Math x 2 + Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,52.43,50.4,
JS5314,HKUST,BBA in Information Systems,工商管理學士（資訊系統學）,Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,35.93,35.4,
JS5315,HKUST,BBA in Management,工商管理學士（管理學）,Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,33.9,33.9,
JS5316,HKUST,BBA in Marketing,工商管理學士（市場學）,Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,32.55,32.4,
JS5317,HKUST,BBA in Operations Management,工商管理學士（營運管理學）,Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,32.4,32.05,
JS5318,HKUST,BBA in Professional Accounting,工商管理學士（專業會計學）,Best 3 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,34.05,33.55,
JS5331,HKUST,BSc in Economics and Finance,理學士（經濟及金融學）,"English x 2 + Math x 2 + Better of Best 3 other subjects OR, Best of Chemistry / Economics / Physics / M1 / M2 x 1.5 + Best 2 other subjects","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,48.19,46.5,
JS5332,HKUST,BSc in Quantitative Finance,理學士（量化金融學）,Better of Best 3 other subjects ORBest of Chemistry / Economics / Physics / M1 / M2 x 1.5 + Best 2 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,58.13,56.06,
JS5411,HKUST,BSc in Global China Studies,理學士（環球中國研究）,English x 2 + Chinese x 1.5 + Best 3 other subjects ▲,"English Language (x2.0), Chinese (x1.5)",3,3,2,A,29.23,28.8,
JS5412,HKUST,BSc in Quantitative Social Analysis,理學士（定量社會數據分析）,"English x 2 + Math x 2 + Best 3 other subjects *, * Weighting: M1 / M2 (x 1.5), other subjects (x 1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,3,3,A,33.0,32.5,
JS5711,HKUST,"BSc in Innovation, Design and Technology",理學士（創新設計與科技）,"English x 2 + Math x 2 + Best from Biology / Chemistry / Physics / Combined Science / Design and, Applied Technology / ICT * + Best 2 other subjects ~, * Weighting: Biology / Chemistry / Physics / Combined Science / Design and Applied Technology (x 2), ICT (x 1), ~ Weighting: M1 / M2 (x 1.5), other subjects (x 1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,3,3,A,36.36,34.72,
JS5811,HKUST,BSc in Biotechnology and Business,理學士（生物科技及商學）,English x 2 + Math x 2 + Best of Biology / Chemistry x 1.5 + Best 2 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,38.63,36.56,
JS5812,HKUST,BSc in Environmental Management and Technology,理學士（環境管理及科技）,"English x 2 + Math x 2 + Best 3 other subjects ▲, English x 2 + Math x 2 + Best from Biology / Chemistry / Physics / Combined Science / ICT * + Best 2","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,32.5,31.05,
JS5813,HKUST,BSc in Mathematics and Economics,理學士（數學與經濟學）,"English x 2 + Math x 2 + Best from Biology / Chemistry / Physics / Economics / M1 / M2 * + Best 2 other, subjects, * Weighting: M1 / M2 (x 2), Biology / Chemistry / Physics / Economics (x 1.5), English x 2 + Math x 2 + Best 3 other subjects ~","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,44.1,39.2,
JS5814,HKUST,BSc in Risk Management and Business Intelligence,理學士（風險管理及商業智能學）,"Best 3 other subjects^^ Weighting: M1 / M2 (x 1.5), other subjects (x 1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,44.25,43.5,
